id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
HGNC:7734,GENE,NEFM,NEF3|NF-M|NFM,neurofilament medium chain,"Neurofilaments are type IV intermediate filament heteropolymers composed of light, medium, and heavy chains. Neurofilaments comprise the axoskeleton and functionally maintain neuronal caliber. They may also play a role in intracellular transport to axons and dendrites. This gene encodes the medium neurofilament protein. This protein is commonly used as a biomarker of neuronal damage. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Oct 2008]."
HP:0008734,DISO,Decreased testicular size,NA,Decreased testicular size,NA
HP:0000751,DISO,Personality changes,NA,Personality changes,NA
MP:0011731,DISO,decreased myelin sheath thickness,NA,decreased myelin sheath thickness,NA
GO:0045505,PHYS,dynein intermediate chain binding,NA,dynein intermediate chain binding,NA
HGNC:5126,GENE,HOXC4,HOX3|HOX3E|cp19,homeobox C4,"This gene belongs to the homeobox family of genes. The homeobox genes encode a highly conserved family of transcription factors that play an important role in morphogenesis in all multicellular organisms. Mammals possess four similar homeobox gene clusters, HOXA, HOXB, HOXC and HOXD, which are located on different chromosomes and consist of 9 to 11 genes arranged in tandem. This gene, HOXC4, is one of several homeobox HOXC genes located in a cluster on chromosome 12. Three genes, HOXC5, HOXC4 and HOXC6, share a 5' non-coding exon. Transcripts may include the shared exon spliced to the gene-specific exons, or they may include only the gene-specific exons. Two alternatively spliced variants that encode the same protein have been described for HOXC4. Transcript variant one includes the shared exon, and transcript variant two includes only gene-specific exons. [provided by RefSeq, Jul 2008]."
MP:0003895,DISO,increased ectoderm apoptosis,NA,increased ectoderm apoptosis,NA
ZP:0010093,DISO,"trunk misaligned with larval melanophore stripe anterior-posterior axis whole organism, abnormal",NA,"trunk misaligned with larval melanophore stripe anterior-posterior axis whole organism, abnormal",NA
MP:0001730,DISO,embryonic growth arrest,NA,embryonic growth arrest,NA
HP:0007010,DISO,Poor fine motor coordination,NA,Poor fine motor coordination,NA
HGNC:14618,GENE,XAGE3,CT12.3a|CT12.3b|GAGED4|PLAC6|XAGE-3|pp9012,X antigen family member 3,"This gene is a member of the XAGE subfamily, which belongs to the GAGE family. The GAGE genes are expressed in a variety of tumors and in some fetal and reproductive tissues. This gene is expressed in placenta and fetal liver/spleen, and may function in inhibiting cancer cell growth. The protein encoded by this gene shares a sequence similarity with other GAGE/PAGE proteins. Because of the expression pattern and the sequence similarity, this protein also belongs to a family of CT (cancer-testis) antigens. Alternative splicing of this gene generates 2 transcript variants differing in the 5' UTR. [provided by RefSeq, Jul 2008]."
dbSNP:rs2298969,GENO,rs2298969-?,NA,rs2298969-?,NA
HGNC:20794,GENE,ERCC6L,PICH|RAD26L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase","This gene encodes a member of the SWItch/Sucrose Non-Fermentable (SWI/SNF2) family of proteins, and contains a SNF2-like ATPase domain and a PICH family domain. One distinguishing feature of this SWI/SNF protein family member is that during interphase, the protein is excluded from the nucleus, and only associates with chromatin after the nuclear envelope has broken down. This protein is a DNA translocase that is thought to bind double-stranded DNA that is exposed to stretching forces, such as those exerted by the mitotic spindle. This protein associates with ribosomal DNA and ultra-fine DNA bridges (UFBs), fine structures that connect sister chromatids during anaphase at some sites such as fragile sites, telomeres and centromeres. This gene is required for the faithful segregation of sister chromatids during mitosis, and the ATPase activity of this protein required for the resolution of UFBs before cytokinesis. [provided by RefSeq, May 2017]."
GO:0030425,PHYS,dendrite,NA,dendrite,NA
HP:0000722,DISO,Obsessive-compulsive behavior,NA,Obsessive-compulsive behavior,NA
MGI:5635162,GENE,Tg(HTT*)AXwy [involves: FVB/NJ],NA,NA,NA
MGI:5298847,GENE,Tg(YAC72)2511Hay [involves: FVB/N],NA,NA,NA
MP:0003954,DISO,abnormal Reichert's membrane morphology,NA,abnormal Reichert's membrane morphology,NA
MP:0030635,DISO,increased taurine level,NA,increased taurine level,NA
MP:0012104,DISO,small amniotic cavity,NA,small amniotic cavity,NA
dbSNP:rs6855981,GENO,rs6855981-?,NA,rs6855981-?,NA
GO:0000132,PHYS,establishment of mitotic spindle orientation,NA,establishment of mitotic spindle orientation,NA
MP:0001525,DISO,impaired balance,NA,impaired balance,NA
HP:0002376,DISO,Developmental regression,NA,Developmental regression,NA
ZP:0010091,DISO,"pharyngeal arch 3-7 skeleton has fewer parts of type pharyngeal arch cartilage, abnormal",NA,"pharyngeal arch 3-7 skeleton has fewer parts of type pharyngeal arch cartilage, abnormal",NA
GO:2001237,PHYS,negative regulation of extrinsic apoptotic signaling pathway,NA,negative regulation of extrinsic apoptotic signaling pathway,NA
HP:0012444,DISO,Brain atrophy,NA,Brain atrophy,NA
MP:0002797,DISO,increased thigmotaxis,NA,increased thigmotaxis,NA
MP:0001200,DISO,thick skin,NA,thick skin,NA
GO:0045724,PHYS,positive regulation of cilium assembly,NA,positive regulation of cilium assembly,NA
MP:0003313,DISO,abnormal locomotor activation,NA,abnormal locomotor activation,NA
MP:0003984,DISO,embryonic growth retardation,NA,embryonic growth retardation,NA
GO:0031072,PHYS,heat shock protein binding,NA,heat shock protein binding,NA
HP:0002317,DISO,Unsteady gait,NA,Unsteady gait,NA
HP:0012443,DISO,Abnormality of brain morphology,NA,Abnormality of brain morphology,NA
ZP:0012327,DISO,"sleep process quality, abnormal",NA,"sleep process quality, abnormal",NA
EFO:0007796,GENO,parental longevity,NA,parental longevity,NA
MGI:5569536,GENE,Tg(CMV-HTT*89Q)ATag [involves: FVB/N],NA,NA,NA
HP:0002171,DISO,Gliosis,NA,Gliosis,NA
HP:0000798,DISO,Oligospermia,NA,Oligospermia,NA
UBERON:0001782,ANAT,pigmented layer of retina,NA,pigmented layer of retina,NA
EFO:0008377,GENO,mosquito bite reaction itch intensity measurement,NA,mosquito bite reaction itch intensity measurement,NA
MP:0011098,DISO,"embryonic lethality during organogenesis, complete penetrance",NA,"embryonic lethality during organogenesis, complete penetrance",NA
EFO:0004300,GENO,longevity,NA,longevity,NA
MGI:5569537,GENE,Tg(CMV-HTT*89Q)ATag/Tg(CMV-HTT*89Q)ATag [involves: FVB/N],NA,NA,NA
EFO:0007906,GENO,synophrys measurement,NA,synophrys measurement,NA
HP:0100547,DISO,Abnormality of forebrain morphology,NA,Abnormality of forebrain morphology,NA
MP:0014115,DISO,cognitive inflexibility,NA,cognitive inflexibility,NA
HP:0002340,DISO,Caudate atrophy,NA,Caudate atrophy,NA
HGNC:23796,GENE,MAGEB6,CT3.4|MAGE-B6|MAGEB6A,MAGE family member B6,"This gene is a member of the MAGEB gene family. The members of this family have their entire coding sequences located in the last exon, and the encoded proteins show 50 to 68% sequence identity to each other. The promoters and first exons of the MAGEB genes show considerable variability, suggesting that the existence of this gene family enables the same function to be expressed under different transcriptional controls. This gene is expressed in testis, and in a significant fraction of tumors of various histological types. The MAGEB genes are clustered on chromosome Xp22-p21. [provided by RefSeq, Jul 2008]."
MP:0003631,DISO,nervous system phenotype,NA,nervous system phenotype,NA
ClinVarVariant:225541,VARI,NM_002111.8(HTT):c.4463+1G>A,NA,NM_002111.8(HTT):c.4463+1G>A,NA
MGI:5304801,GENE,Tg(Prnp-HTT*82Q)52Caro [involves: C3H * C57BL/6],NA,NA,NA
MGI:5432191,GENE,Tg(YAC72)2511Hay/Tg(YAC72)2511Hay [FVB/N-Tg(YAC72)2511Hay],NA,NA,NA
MGI:4881532,GENE,Tg(YAC18)18Hay [involves: FVB/N],NA,NA,NA
ZP:0001039,DISO,"cartilage development disrupted, abnormal",NA,"cartilage development disrupted, abnormal",NA
MGI:4438241,GENE,Tg(HTT*)1Xwy [FVB-Tg(HTT*)1Xwy],NA,NA,NA
ZP:0000220,DISO,"post-vent region morphology, abnormal",NA,"post-vent region morphology, abnormal",NA
dbSNP:rs73191188,GENO,rs73191188-A,NA,rs73191188-A,NA
HP:0012447,DISO,Abnormal myelination,NA,Abnormal myelination,NA
MP:0002086,DISO,abnormal extraembryonic tissue morphology,NA,abnormal extraembryonic tissue morphology,NA
MGI:5564939,GENE,Rgs9<tm1(cre)Yql>/Rgs9<+>; Tg(HTT*97Q)IXwy [involves: FVB],NA,NA,NA
ZP:0010098,DISO,"pharyngeal arch 2 disoriented, abnormal",NA,"pharyngeal arch 2 disoriented, abnormal",NA
MGI:97167,GENE,Msn,HEL70|IMD50,moesin,"Moesin (for membrane-organizing extension spike protein) is a member of the ERM family which includes ezrin and radixin. ERM proteins appear to function as cross-linkers between plasma membranes and actin-based cytoskeletons. Moesin is localized to filopodia and other membranous protrusions that are important for cell-cell recognition and signaling and for cell movement. [provided by RefSeq, Jul 2008]."
HP:0003763,DISO,Bruxism,NA,Bruxism,NA
HP:0010663,DISO,Abnormality of thalamus morphology,NA,Abnormality of thalamus morphology,NA
dbSNP:rs149109767,GENO,rs149109767-AGAG,NA,rs149109767-AGAG,NA
EFO:0007680,GENO,gait measurement,NA,gait measurement,NA
MP:0001524,DISO,impaired limb coordination,NA,impaired limb coordination,NA
MP:0004811,DISO,abnormal neuron physiology,NA,abnormal neuron physiology,NA
MGI:4437302,GENE,Tg(GFAP-HTT*160Q)31Xjl [either: (involves: FVB/NCrl) or (involves: C3H * C57BL/6 * FVB/NCrl)],NA,NA,NA
MGI:5429554,GENE,Tg(YAC128)53Hay [B6.FVB-Tg(YAC128)53Hay],NA,NA,NA
dbSNP:rs362275,GENO,rs362275-T,NA,rs362275-T,NA
HP:0025100,DISO,Abnormal hippocampus morphology,NA,Abnormal hippocampus morphology,NA
MP:0002574,DISO,increased vertical activity,NA,increased vertical activity,NA
GO:0005769,PHYS,early endosome,NA,early endosome,NA
FBcv:0000354,DISO,visible,NA,visible,NA
OMIM:613004.0003,DISO,"HTT, THR1260MET ({dbSNP rs34315806})",NA,"HTT, THR1260MET ({dbSNP rs34315806})",NA
MP:0005376,DISO,homeostasis/metabolism phenotype,NA,homeostasis/metabolism phenotype,NA
MP:0002757,DISO,decreased vertical activity,NA,decreased vertical activity,NA
ZP:0002100,DISO,"cranial cartilage morphology, abnormal",NA,"cranial cartilage morphology, abnormal",NA
HP:0000738,DISO,Hallucinations,NA,Hallucinations,NA
HGNC:18229,GENE,RASD2,Rhes|TEM2,RASD family member 2,"This gene belongs to the Ras superfamily of small GTPases and is enriched in the striatum. The encoded protein functions as an E3 ligase for attachment of small ubiquitin-like modifier (SUMO). This protein also binds to mutant huntingtin (mHtt), the protein mutated in Huntington disease (HD). Sumoylation of mHTT by this protein may cause degeneration of the striatum. The protein functions as an activator of mechanistic target of rapamycin 1 (mTOR1), which in turn plays a role in myelination, axon growth and regeneration. Reduced levels of mRNA expressed by this gene were found in HD patients. [provided by RefSeq, Jan 2016]."
HP:0002597,DISO,Abnormality of the vasculature,NA,Abnormality of the vasculature,NA
GO:2000479,PHYS,regulation of cAMP-dependent protein kinase activity,NA,regulation of cAMP-dependent protein kinase activity,NA
MP:0001265,DISO,decreased body size,NA,decreased body size,NA
MGI:5298846,GENE,Htt<tm1Hay>/Htt<+>; Tg(YAC72)2511Hay [involves: FVB/N],NA,NA,NA
GO:0048487,PHYS,beta-tubulin binding,NA,beta-tubulin binding,NA
MGI:5052308,GENE,Tg(HD82Gln)81Gschi [involves: 129S1/Sv * 129X1/SvJ * C3H * C57BL/6 * CD-1],NA,NA,NA
MGI:1201674,GENE,Smad3,HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3,SMAD family member 3,"The SMAD family of proteins are a group of intracellular signal transducer proteins similar to the gene products of the Drosophila gene 'mothers against decapentaplegic' (Mad) and the C. elegans gene Sma. The SMAD3 protein functions in the transforming growth factor-beta signaling pathway, and transmits signals from the cell surface to the nucleus, regulating gene activity and cell proliferation. It also functions as a tumor suppressor. Mutations in this gene are associated with aneurysms-osteoarthritis syndrome and Loeys-Dietz Syndrome 3. [provided by RefSeq, Nov 2019]."
MP:0011087,DISO,"neonatal lethality, complete penetrance",NA,"neonatal lethality, complete penetrance",NA
HP:0000238,DISO,Hydrocephalus,NA,Hydrocephalus,NA
ZP:0010101,DISO,"pharyngeal arch 1 mislocalised ventrally, abnormal",NA,"pharyngeal arch 1 mislocalised ventrally, abnormal",NA
EFO:0008579,GENO,risk-taking behaviour,NA,risk-taking behaviour,NA
HP:0030190,DISO,Oral motor hypotonia,NA,Oral motor hypotonia,NA
MP:0004103,DISO,abnormal ventral striatum morphology,NA,abnormal ventral striatum morphology,NA
HP:0030842,DISO,Choking episodes,NA,Choking episodes,NA
MP:0001441,DISO,increased grooming behavior,NA,increased grooming behavior,NA
ZP:0002303,DISO,"pharyngeal arch 3-7 aplastic, abnormal",NA,"pharyngeal arch 3-7 aplastic, abnormal",NA
GO:0043666,PHYS,regulation of phosphoprotein phosphatase activity,NA,regulation of phosphoprotein phosphatase activity,NA
MP:0009324,DISO,absent hippocampal fimbria,NA,absent hippocampal fimbria,NA
ZP:0009477,DISO,"response to starvation process quality, abnormal",NA,"response to starvation process quality, abnormal",NA
MP:0005537,DISO,abnormal cerebral aqueduct morphology,NA,abnormal cerebral aqueduct morphology,NA
HP:0000496,DISO,Abnormality of eye movement,NA,Abnormality of eye movement,NA
HP:0002354,DISO,Memory impairment,NA,Memory impairment,NA
HGNC:22398,GENE,CCDC126,NA,coiled-coil domain containing 126,NA
GO:0002039,PHYS,p53 binding,NA,p53 binding,NA
HP:0031589,DISO,Suicidal ideation,NA,Suicidal ideation,NA
MGI:5052380,GENE,Tg(HTT*/EGFP)190Nn [involves: C57BL/6 * DBA/2],NA,NA,NA
MGI:3584455,GENE,Gt(ROSA)26Sor<tm1(HD*103Q)Xwy>; Tg(Nes-cre)1Kln [involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * SJL],NA,NA,NA
MGI:1913690,GENE,Cdc26,ANAPC12|APC12|C9orf17,cell division cycle 26,"The protein encoded by this gene is highly similar to Saccharomyces cerevisiae Cdc26, a component of cell cycle anaphase-promoting complex (APC). APC is composed of a group of highly conserved proteins and functions as a cell cycle-regulated ubiquitin-protein ligase. APC thus is responsible for the cell cycle regulated proteolysis of various proteins. [provided by RefSeq, Jul 2008]."
ZP:0001454,DISO,"extension aplastic, abnormal",NA,"extension aplastic, abnormal",NA
MGI:1913466,GENE,Bsdc1,NA,BSD domain containing 1,NA
HGNC:3547,GENE,F8A1,DXS522E|F8A|HAP40,coagulation factor VIII associated 1,"This gene is contained entirely within intron 22 of the factor VIII gene; spans less than 2 kb, and is transcribed in the direction opposite of factor VIII. A portion of intron 22 (int22h), containing F8A, is repeated twice extragenically closer to the Xq telomere. Although its function is unknown, the observation that this gene is conserved in the mouse implies it has some function. Unlike factor VIII, this gene is transcribed abundantly in a wide variety of cell types. [provided by RefSeq, Jul 2008]."
